catalog_number,object_id,occurrenceID,inst,collectionCode,family,sci_name,sciname,tidinterpreted,event_date,verbatimEventDate,year,startDayOfYear,country,state,county,municipality,locality,latitude,longitue,geodeticDatum,coordinateUncertaintyInMeters,georeferenceProtocol,georeferenceRemarks,georeferenceSources,url,order,Budding Ground Truth,Budding Prediction,Budding Prediction Confidence,Fruiting Ground Truth,Fruiting Prediction,Fruiting Prediction Confidence,Reproductive Ground Truth,Reproductive Prediction,Reproductive Prediction Confidence,Flowering Ground Truth,Flowering Prediction,Flowering Prediction Confidence
1088207,1858438,269984ee-a0b3-46e9-9c1f-b29e0926bb0b,NY,NY,Fagaceae,Quercus rubra L.,Quercus rubra,830569.0,29/4/2009,29 Apr 2009,2009.0,119.0,United States of America,New York,Bronx,,"Grounds of The New York Botanical Garden, forest, W of the Bronx River and S of northern perimeter road",40.8651,-73.8754711,,,,,,http://sweetgum.nybg.org/images3/613/192/01088207.jpg,Fagales,False,False,0.8825567960739136,False,False,0.9341790080070496,True,True,0.999863624572754,True,True,0.999946355819702
1463925,1890617,90541f37-eb17-4dab-b8b9-dbf2ad38165c,NY,NY,Fagaceae,Quercus velutina Lam.,Quercus velutina,830584.0,11/5/1896,11 May 1896,1896.0,132.0,United States of America,New York,Bronx,New York City,Bronx Park,40.8565,-73.877114,WGS84,1772.0,"Georeferencing Quick Reference Guide, Version 2012","Georeferenced to Bronx Park, Bronx County, New York.","Google Maps (map data 2015), Manis Georef. Calculator",http://sweetgum.nybg.org/images3/615/710/01463925.jpg,Fagales,False,False,0.92475825548172,False,False,0.5476813912391663,True,True,0.9871585965156556,True,True,0.998007833957672
1465332,1915517,e1cda0fc-09f2-46ea-80b3-63cd5f0312fa,NY,NY,Fagaceae,Quercus rubra L.,Quercus rubra,830569.0,24/6/1921,1921-6-24,1921.0,175.0,United States of America,New York,Jefferson,Woodville,sand dunes along Lake Ontario,43.7545,-76.165203,WGS84,3036.0,GEOLocate Web Application,Georeferenced to Woodville.,GEOLocate (Tulane University Museum of Natural History),http://sweetgum.nybg.org/images3/609/765/01465332.jpg,Fagales,,False,0.985586643218994,,False,0.990177571773529,,False,0.8054853677749634,,False,0.9424296617507936
2430431,1877551,65138cfc-0cb7-4add-a99a-59457aefe881,NY,NY,Lamiaceae,Mentha gentilis L.,Mentha gentilis,854760.0,15/9/1900,15 Sep 1900,1900.0,258.0,United States of America,New York,,,Dunes of Lake Champlain at [Newport].,43.1859,-75.014324,WGS84,1135.0,GEOLocate Web Application,Used GEOLocate Web Application to georeference to the city center with high precision.,GEOLocate (Tulane University Museum of Natural History),http://sweetgum.nybg.org/images3/1483/353/02430431.jpg,Lamiales,,False,0.6340213418006897,,True,0.8554105758666992,True,True,0.999985933303833,,True,0.7737788558006287
2435053,1918290,eb1a63b1-a2ce-4bfc-8a2c-6f25fa704528,NY,NY,Caprifoliaceae,Diervilla lonicera Mill.,Diervilla lonicera,821615.0,10/7/1911,10 Jul 1911,1911.0,191.0,Canada,Newfoundland & Labrador,,,"Grand Falls, north bank of river below the falls",,,,,,,,http://sweetgum.nybg.org/images3/1999/583/02435053.jpg,Dipsacales,True,False,0.7826942205429077,True,False,0.8301064968109131,True,True,0.9879199266433716,True,True,0.9938077330589294
2442047,1880478,6eb02843-8566-4226-be62-58abf8370ab2,NY,NY,Caprifoliaceae,Lonicera morrowii A.Gray,Lonicera morrowii,826296.0,9/7/1971,1971-7-9,1971.0,190.0,United States of America,Pennsylvania,Berks,,"Green Hills, Robeson Township",,,,,,,,http://sweetgum.nybg.org/images3/2032/378/02442047.jpg,Dipsacales,False,False,0.9908787608146667,True,True,0.5942481756210327,True,True,0.998522937297821,False,True,0.9977306723594666
2442055,1912224,d6fa20d6-2677-45fc-a646-0d74472c4b4d,NY,NY,Caprifoliaceae,Lonicera morrowii A.Gray,Lonicera morrowii,826296.0,10/6/1941,6/10/41,1941.0,161.0,United States of America,Connecticut,Litchfield,Litchfield,"Litchfield-Morris Wildlife Sanctuary, bridge near Boathouse",,,,,,,,http://sweetgum.nybg.org/images3/2032/385/02442055.jpg,Dipsacales,True,False,0.7198840379714966,True,False,0.5021663904190063,True,True,0.9934404492378236,True,True,0.999126136302948
2477112,1874842,5c347585-9526-4f41-8349-b72ae1669fbc,NY,NY,Betulaceae,Betula papyrifera Marshall,Betula papyrifera,817890.0,,,,,United States of America,New Hampshire,,,,,,,,,,,http://sweetgum.nybg.org/images3/1698/617/02477112.jpg,Fagales,False,False,0.9860231876373292,False,False,0.8702837228775024,False,True,0.9801914691925048,False,False,0.9098922610282898
2477506,1845813,1269c2a0-6b65-40da-a7cd-34ab6ef421fd,NY,NY,Betulaceae,Betula populifolia Marshall,Betula populifolia,817893.0,1/9/2008,01 Sep 2008,2008.0,245.0,United States of America,Pennsylvania,Clearfield,,along Hwy. I-80 and Hwy. 879 at turnoff to Clearfield.,41.0383,-78.3989,,,,,,http://sweetgum.nybg.org/images3/1698/971/02477506.jpg,Fagales,,False,0.9922776222229004,,True,0.9966214895248412,True,True,0.9999626874923706,,False,0.9987183809280396
2489283,1844967,0fa2f9bd-c6d4-42ab-9145-c711dd205c3a,NY,NY,Sapindaceae,Acer saccharum var. schneckii Rehder,Acer saccharum var. schneckii,837518.0,12/9/1974,12 Sep 1974,1974.0,255.0,United States of America,New York,Kings,Brooklyn,Brooklyn Botanic Garden,,,,,,,,http://sweetgum.nybg.org/images3/1763/253/02489283.jpg,Sapindales,False,False,0.9972643852233888,False,False,0.8001836538314819,False,False,0.9652989506721495,False,False,0.9908892512321472
2490246,1896754,a476053b-85df-4690-b30c-88c5c394d321,NY,NY,Sapindaceae,Acer spicatum Lam.,Acer spicatum,815700.0,21/8/1909,21 Aug 1909,1909.0,233.0,United States of America,New York,Greene,New Baltimore,"""""Rocky Store""""",42.4462,-73.788458,WGS84,3036.0,GEOLocate Web Application,Georeferenced to New Baltimore.,GEOLocate (Tulane University Museum of Natural History),http://sweetgum.nybg.org/images3/1763/449/02490246.jpg,Sapindales,False,False,0.9992153644561768,True,True,0.8679373860359192,True,True,0.9891316890716552,False,False,0.9987976551055908
2498884,1896892,a4e222b2-eeeb-471b-9372-54d3b0657f72,NY,NY,Oleaceae,Fraxinus americana L.,Fraxinus americana,823378.0,29/8/1921,29 Aug 1921,1921.0,241.0,Canada,Nova Scotia,Annapolis,,Brookside near Lequille,,,,,,,,http://sweetgum.nybg.org/images3/1927/878/02498884.jpg,Lamiales,,False,0.9716967940330504,False,True,0.9340243339538574,True,True,0.9865320324897766,,False,0.9748605489730836
2498885,1916279,e4597662-5bce-494a-a4fa-a1c42a9d2c2f,NY,NY,Oleaceae,Fraxinus americana L.,Fraxinus americana,823378.0,14/8/1905,14 Aug 1905,1905.0,226.0,Canada,Nova Scotia,Pictou,,Plainfield,,,,,,,,http://sweetgum.nybg.org/images3/1927/879/02498885.jpg,Lamiales,False,False,0.996171772480011,True,True,0.8726886510848999,True,True,0.988031268119812,False,False,0.954838216304779
2502740,1918793,ecb34a61-2c03-4e63-ad5c-cb1d08c48879,NY,NY,Cornaceae,Cornus amomum Mill.,Cornus amomum,820401.0,,,,,United States of America,New York,New York,,Courtland Lake,,,,,,,,http://sweetgum.nybg.org/images3/1743/724/02502740.jpg,Cornales,True,True,0.975283682346344,False,False,0.7789604067802429,True,True,0.9999523162841796,True,True,0.9902161359786988
2503546,1844187,0d052c2b-cc68-4906-a69d-092e06c764d5,NY,NY,Cornaceae,Cornus canadensis L.,Cornus canadensis,820403.0,26/7/1983,26 Jul 1983,1983.0,207.0,Canada,Ontario,Thunder Bay Dist.,,"Livingstone Pt., L. Nipigon",,,,,,,,http://sweetgum.nybg.org/images3/1744/337/02503546.jpg,Cornales,,False,0.7749552130699158,True,True,0.97772479057312,True,True,0.9889413714408876,True,False,0.5354943871498108
2524279,1900675,b14966eb-55ce-4cf1-9e44-8bfb3b426bcd,NY,NY,Ericaceae,Kalmia latifolia var. latifolia,Kalmia latifolia var. latifolia,,0/0/0,June 1972,1972.0,,United States of America,Connecticut,Windham,,Chaplin.,,,,,,,,http://sweetgum.nybg.org/images3/1913/817/02524279.jpg,Ericales,True,True,0.8880611658096313,False,False,0.7340750098228455,True,True,0.9997552037239076,True,True,0.9364385604858398
2533983,1918727,ec837725-0d88-429f-83bf-d44bcc26aa38,NY,NY,Ericaceae,Kalmia polifolia Wangenh.,Kalmia polifolia,825340.0,2/6/1973,02 Jun 1973,1973.0,153.0,United States of America,Maine,Androscoggin,,"Saunders bog, Lewiston-Greene line.",,,,,,,,http://sweetgum.nybg.org/images3/1904/489/02533983.jpg,Ericales,True,False,0.8156328201293945,False,False,0.925515115261078,True,True,0.9998170733451844,True,True,0.9998390674591064
2540353,1869875,4bd29ed3-27e4-470d-b9f5-f86838b3c379,NY,NY,Betulaceae,Betula populifolia Marshall,Betula populifolia,817893.0,25/5/1986,25 May 1986,1986.0,145.0,United States of America,Massachusetts,Middlesex,Acton,"""""Acton Center"""" conservation land",,,,,,,,http://sweetgum.nybg.org/images3/1699/570/02540353.jpg,Fagales,False,False,0.9844122529029846,False,False,0.6853293180465698,True,False,0.6534667611122131,True,False,0.9760082960128784
2541564,1879416,6b369f72-82c2-4b9d-a780-4d62dcd4eefd,NY,NY,Ericaceae,Rhododendron periclymenoides (Michx.) Shinners,Rhododendron periclymenoides,830852.0,24/5/1980,24 May 1980,1980.0,145.0,United States of America,Connecticut,New London,,"In woods near swimming area, NE side of pond. Day Pond State Park, Westchester.",,,,,,,,http://sweetgum.nybg.org/images3/1951/375/02541564.jpg,Ericales,True,False,0.8816928863525391,False,False,0.9866018891334534,True,True,0.999974250793457,True,True,0.997554361820221
2546649,1919931,f06ba75f-06bf-42e1-8dc7-67a5420293f3,NY,NY,Ericaceae,Vaccinium macrocarpon Aiton,Vaccinium macrocarpon,834130.0,14/7/1909,1909-7-14,1909.0,195.0,United States of America,Maine,Washington,,"Islands of Passamaquoddy Bay, eastern side of Moose Island, near Eastport Sta.",,,,,,,,http://sweetgum.nybg.org/images3/1936/082/02546649.jpg,Ericales,True,True,0.5705766081809998,False,False,0.9638795256614684,True,True,0.9994640946388244,True,True,0.99897563457489
2556881,1915705,e26522c7-80fc-47ea-a4e7-5e43c6369ca0,NY,NY,Malvaceae,Tilia americana L.,Tilia americana,833572.0,0/0/0,Summer 1900-1901,1900.0,,United States of America,New York,Essex,Elizabethtown,,,,,,,,,http://sweetgum.nybg.org/images3/2093/975/02556881.jpg,Malvales,True,False,0.8311343193054199,False,True,0.7852222919464111,True,True,0.9995415210723876,True,True,0.998429834842682
2638085,1905636,c11f8314-2370-496e-9fff-67d3b2cebc61,NY,NY,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,3/7/1940,7-3-40,1940.0,185.0,United States of America,Connecticut,New Haven,Waterbury,Black Rock State Park,,,,,,,,http://sweetgum.nybg.org/images3/1850/594/02638085.jpg,Aquifoliales,True,True,0.9795071482658386,False,False,0.968966007232666,True,True,0.999881625175476,True,True,0.9960142374038696
2638501,1873677,58749a55-5449-41a7-bb3e-7b6725370a17,NY,NY,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,14/8/1987,14 Aug 1987,1987.0,226.0,United States of America,Connecticut,New London,North Stonington,"Babcock Road, ca. 0.3 mi E of Main Street",,,,,,,,http://sweetgum.nybg.org/images3/1971/333/02638501.jpg,Aquifoliales,False,False,0.8380844593048096,True,True,0.9557510614395142,True,True,0.9449355006217957,False,False,0.989661693572998
2688623,1913713,dbb8cf37-1d30-4207-a30d-8a96c7faf90f,NY,NY,Salicaceae,Populus tremuloides Michx.,Populus tremuloides,830036.0,23/6/2016,23 Jun 2016,2016.0,175.0,United States of America,New York,Bronx,New York City,"New York Botanical Garden, west of the Bronx River and north of Waring Avenue. Between the Mitsubishi Wetland and the Azalea Garden",40.8618,-73.878772,WGS84,,GPS,"40.861832N, 73.878771W (WGS84, ±25m), ca 29 m elev",,http://sweetgum.nybg.org/images3/2147/704/02688623.jpg,__Other,False,False,0.986983060836792,False,False,0.7107787132263184,False,False,0.8749136328697205,False,False,0.9396771788597108
344117,2001931,a3891460-7f0a-41ee-a946-603488eb975c,University of Massachusetts,MASS,Liliaceae,Trillium erectum L.,Trillium erectum,833920.0,29/4/1948,,1948.0,120.0,United States of America,Massachusetts,Hampshire,Amherst,na,42.36447,-72.50686,WGS84,7831.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-KqyhKnkVUmbLgZyYAjsxYg,Liliales,False,False,0.998791754245758,False,False,0.923142433166504,True,True,0.9983559250831604,True,True,0.9973795413970948
344119,2074001,7da19c6a-6a8c-458a-b95e-f2e013bc1fc4,University of Massachusetts,MASS,Liliaceae,Trillium erectum L.,Trillium erectum,833920.0,,,,,United States of America,Massachusetts,Hampshire,,,,,,,,,,https://bisque.cyverse.org/image_service/00-omXbZDrMKaGdhbs5Fh9zQX,Liliales,False,False,0.957939386367798,False,True,0.5198419690132141,True,True,0.9985602498054504,True,True,0.9735437631607056
365935,2049326,b723ba9d-63a8-49d8-bde5-c7ed2289cc0e,University of Massachusetts,MASS,Ranunculaceae,Anemone virginiana var. alba,Anemone virginiana var. alba,837718.0,10/7/1929,,1929.0,191.0,United States of America,Massachusetts,Franklin,New Salem,,42.5042553,-72.3320274,,4000.0,,,,https://bisque.cyverse.org/image_service/00-zyp9ATB3cDe7MW4VUfZ6Fd,__Other,False,False,0.8525741100311279,False,False,0.5263744592666626,True,True,0.9687474370002748,True,True,0.9991425275802612
417458,2059426,296079e4-a1ed-4ff0-927d-545328fd3f9d,University of Massachusetts,MASS,Caprifoliaceae,Lonicera morrowii A. Gray,Lonicera morrowii,826296.0,9/7/1973,,1973.0,190.0,United States of America,Massachusetts,Hampshire,Northampton,na,42.32664,-72.67454,WGS84,7473.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-939WEaDDuA9c4gbKkLW5Hd,Dipsacales,False,False,0.9751152992248536,True,True,0.6497614979743958,True,True,0.9977093935012816,False,True,0.966460645198822
barcode-00519148,598439,9885b441-c4f7-44fa-b8a7-7a106883f88a,NEBC,,Ericaceae,Vaccinium corymbosum Linnaeus,Vaccinium corymbosum,834120.0,14/8/1975,"August 14, 1975",1975.0,226.0,United States of America,Maine,Oxford County,Stow,Stow,44.19527,-70.98081,WGS84,9569.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-LD4EDvvKJcRZuirHsaYRr,Ericales,False,False,0.9936996698379515,True,True,0.9032820463180542,True,True,0.9755600690841676,False,False,0.9765393733978271
barcode-00519556,596705,101afa72-80f5-4437-b0ca-4a064c2646a0,GH,,Ericaceae,Vaccinium corymbosum Linnaeus,Vaccinium corymbosum,834120.0,,May 14 '94,,,United States of America,Massachusetts,Norfolk County,Wellesley,Wellesley,42.30358,-71.28375,WGS84,4884.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-YGD6TDXTeM9bRewodiBwxa,Ericales,True,True,0.8127627372741699,False,False,0.9979737401008606,True,True,0.9994058609008788,True,True,0.999854326248169
barcode-00519558,596710,52734c7b-ca8e-4657-8c7b-78e4488694ca,NEBC,,Ericaceae,Vaccinium corymbosum Linnaeus,Vaccinium corymbosum,834120.0,30/8/1913,"August 30, 1913",1913.0,242.0,United States of America,Massachusetts,Plymouth County,Carver,Carver,41.87388,-70.7563,WGS84,8667.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-TYC7hxvKFnPx4uwdEa8UdK,Ericales,,False,0.9974823594093324,,True,0.6535107493400574,,True,0.9951070547103882,,False,0.9981482028961182
barcode-00627605,987691,e0995352-2a56-11e5-b5e0-001ec9fd629b,NEBC,,Betulaceae,Betula populifolia Marshall,Betula populifolia,817893.0,13/9/1880,Sept. 13th 1880,1880.0,257.0,United States of America,Connecticut,New Haven County,Oxford,Oxford,41.43131,-73.1351,WGS84,7122.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",https://bisque.cyverse.org/image_service/00-FeQknPrkjkVWyVZhnhMgoW,Fagales,False,False,0.7758657932281494,False,False,0.9523694515228271,False,False,0.7269073724746704,False,False,0.9864997863769532
barcode-00644765,910282,9c408a4c-7a42-4412-b621-3c305012a801,GH,,Rosaceae,Rosa nitida Willdenow,Rosa nitida,831092.0,1/7/1896,"July 1, 1896",1896.0,183.0,United States of America,Maine,York County,North Berwick,North Berwick,43.34504,-70.77797,WGS84,8492.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-FjyJNGsGyRYAyenLDbWhD3,Rosales,False,False,0.5418100953102112,False,False,0.9961264729499816,True,False,0.6525198817253113,True,True,0.9992306232452391
barcode-00683095,936065,94584cde-3c28-4e6d-9e2a-12fb322f7411,NEBC,,Lauraceae,Sassafras albidum (Nuttall) Nees,Sassafras albidum,831779.0,18/8/1919,"August 18, 1919",1919.0,230.0,United States of America,Massachusetts,Barnstable County,Dennis,Dennis,41.70474,-70.17013,WGS84,7331.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-aQ9npb5K4n8WAKnArKEXLQ,__Other,False,False,0.9972244501113892,False,True,0.967664361000061,False,True,0.9298927187919616,False,False,0.9965936541557312
barcode-00810378,1288848,48092cfd-e490-46d6-82bf-7291caa582f6,NEBC,,Liliaceae,Trillium undulatum Willdenow,Trillium undulatum,833946.0,27/6/1899,"June 27, 1899",1899.0,178.0,United States of America,Maine,Aroostook County,Houlton,Houlton,46.1403,-67.84277,WGS84,7050.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-Xqr3ommq8gkYXJ3bPMBrCe,Liliales,False,False,0.9532383680343628,True,False,0.625016450881958,True,False,0.8855096101760864,False,False,0.9912518858909608
